Animal_ID,Farm_ID,Date,Breed,Parity,Days_In_Milk,Previous_Mastitis_Count,Milk_Yield_Kg,Electrical_Conductivity_mS_cm,Milk_Temperature_C,Body_Temperature_C,Rumination_Min_Day,Activity_Steps_Day,Ambient_Temp_C,Ambient_Humidity_Pct,Last_SCC_Cell_mL,CMT_Score,Mastitis_Event_In_7_14_Days
COW-014,FARM-02,2025-05-08,Holstein Friesian Cross,3,189,2,20.3,5.16,37.7,37.71,508.8,1248.2,30.2,56.0,87000,Negative,0
COW-014,FARM-02,2025-05-09,Holstein Friesian Cross,3,190,2,19.1,5.07,37.6,37.79,509.3,1117.7,29.1,58.0,57000,Negative,0
COW-014,FARM-02,2025-05-10,Holstein Friesian Cross,3,191,2,19.59,5.2,37.7,37.62,494.8,1078.4,32.2,61.4,83000,Negative,0
COW-014,FARM-02,2025-05-11,Holstein Friesian Cross,3,192,2,20.23,4.95,37.63,37.75,503.7,1186.9,32.5,60.1,122000,Negative,0
COW-014,FARM-02,2025-05-12,Holstein Friesian Cross,3,193,2,20.43,5.24,37.83,37.74,507.7,1232.8,30.6,53.1,62000,Negative,0
COW-014,FARM-02,2025-05-13,Holstein Friesian Cross,3,194,2,20.46,4.98,37.53,37.55,504.9,1152.3,30.0,57.8,197000,Negative,0
COW-014,FARM-02,2025-05-14,Holstein Friesian Cross,3,195,2,20.78,4.89,37.64,37.53,516.5,1135.2,30.9,55.7,186000,Negative,0
COW-014,FARM-02,2025-05-15,Holstein Friesian Cross,3,196,2,21.09,5.11,37.53,37.73,507.2,1121.4,31.4,57.3,90000,Negative,0
COW-014,FARM-02,2025-05-16,Holstein Friesian Cross,3,197,2,18.05,5.24,37.79,37.55,503.7,1109.8,29.7,62.9,82000,Negative,0
COW-014,FARM-02,2025-05-17,Holstein Friesian Cross,3,198,2,19.83,4.93,37.7,37.66,505.6,1166.7,29.5,54.4,67000,Negative,0
COW-014,FARM-02,2025-05-18,Holstein Friesian Cross,3,199,2,19.7,5.17,37.6,37.69,499.4,1172.0,31.2,54.7,120000,Negative,0
COW-014,FARM-02,2025-05-19,Holstein Friesian Cross,3,200,2,19.74,4.96,37.49,37.6,494.0,1172.6,33.2,52.1,106000,Negative,0
COW-014,FARM-02,2025-05-20,Holstein Friesian Cross,3,201,2,21.1,5.03,37.5,37.62,498.0,1190.5,27.7,55.1,50000,Negative,0
COW-014,FARM-02,2025-05-21,Holstein Friesian Cross,3,202,2,19.16,5.19,37.82,37.59,493.2,1118.7,32.1,59.5,157000,Negative,0
COW-014,FARM-02,2025-05-22,Holstein Friesian Cross,3,203,2,20.45,5.1,37.58,37.72,532.0,1075.8,29.8,58.7,135000,Negative,0
COW-014,FARM-02,2025-05-23,Holstein Friesian Cross,3,204,2,20.93,5.07,37.85,37.62,503.8,1093.6,31.7,61.3,67000,Negative,0
COW-014,FARM-02,2025-05-24,Holstein Friesian Cross,3,205,2,19.18,5.07,37.77,37.65,478.2,1072.1,30.4,60.2,130000,Negative,0
COW-014,FARM-02,2025-05-25,Holstein Friesian Cross,3,206,2,20.5,5.3,37.77,37.65,516.6,1083.5,30.3,56.7,204000,Trace,0
COW-014,FARM-02,2025-05-26,Holstein Friesian Cross,3,207,2,20.05,5.11,37.59,37.65,497.6,1206.1,28.8,54.8,66000,Negative,0
COW-014,FARM-02,2025-05-27,Holstein Friesian Cross,3,208,2,20.75,5.06,37.59,37.59,509.6,1207.3,27.2,63.3,138000,Negative,0
COW-014,FARM-02,2025-05-28,Holstein Friesian Cross,3,209,2,20.05,5.12,37.64,37.38,497.2,1121.0,27.2,62.7,116000,Negative,0
COW-014,FARM-02,2025-05-29,Holstein Friesian Cross,3,210,2,19.73,5.02,37.67,37.45,480.6,1148.1,29.0,58.0,164000,Negative,0
COW-014,FARM-02,2025-05-30,Holstein Friesian Cross,3,211,2,20.41,5.17,37.57,37.57,474.5,1155.9,30.1,53.6,163000,Negative,0
COW-014,FARM-02,2025-05-31,Holstein Friesian Cross,3,212,2,20.76,5.3,37.3,37.57,497.5,1079.4,29.0,54.2,114000,Negative,0
COW-014,FARM-02,2025-06-01,Holstein Friesian Cross,3,213,2,20.78,5.22,37.73,37.63,507.8,1199.5,29.4,57.0,108000,Negative,0
COW-014,FARM-02,2025-06-02,Holstein Friesian Cross,3,214,2,22.59,5.08,37.63,37.54,506.1,1166.2,25.9,59.3,134000,Negative,0
COW-014,FARM-02,2025-06-03,Holstein Friesian Cross,3,215,2,19.5,5.23,37.7,37.63,526.6,1109.8,28.7,55.2,213000,Trace,0
COW-014,FARM-02,2025-06-04,Holstein Friesian Cross,3,216,2,19.74,5.18,37.51,37.96,525.4,1092.0,29.2,54.5,100000,Negative,0
COW-014,FARM-02,2025-06-05,Holstein Friesian Cross,3,217,2,20.57,5.21,37.75,37.51,519.3,1119.2,31.6,51.8,117000,Negative,0
COW-014,FARM-02,2025-06-06,Holstein Friesian Cross,3,218,2,20.41,5.12,37.58,37.59,510.7,1129.6,28.6,54.4,151000,Negative,0
COW-014,FARM-02,2025-06-07,Holstein Friesian Cross,3,219,2,21.22,5.1,37.69,37.66,512.7,1128.2,27.0,54.4,118000,Negative,0
COW-014,FARM-02,2025-06-08,Holstein Friesian Cross,3,220,2,19.79,5.25,37.5,37.83,545.9,1126.9,28.4,54.8,176000,Negative,0
COW-014,FARM-02,2025-06-09,Holstein Friesian Cross,3,221,2,19.05,5.12,37.87,37.68,492.0,1130.2,29.3,55.1,115000,Negative,0
COW-014,FARM-02,2025-06-10,Holstein Friesian Cross,3,222,2,20.3,5.2,37.63,37.86,520.8,1120.7,26.8,59.8,124000,Negative,0
COW-014,FARM-02,2025-06-11,Holstein Friesian Cross,3,223,2,21.0,5.1,37.89,37.74,528.2,1181.1,29.4,55.2,99000,Negative,0
COW-014,FARM-02,2025-06-12,Holstein Friesian Cross,3,224,2,20.34,5.13,37.47,37.66,505.4,1160.3,27.9,52.8,134000,Negative,0
COW-014,FARM-02,2025-06-13,Holstein Friesian Cross,3,225,2,19.96,5.21,37.7,37.39,496.6,1142.5,25.3,53.1,153000,Negative,0
COW-014,FARM-02,2025-06-14,Holstein Friesian Cross,3,226,2,20.29,4.97,37.82,37.65,504.8,1086.3,29.9,52.2,78000,Negative,0
COW-014,FARM-02,2025-06-15,Holstein Friesian Cross,3,227,2,19.29,4.98,37.68,37.72,508.0,1077.6,26.1,54.4,104000,Negative,0
COW-014,FARM-02,2025-06-16,Holstein Friesian Cross,3,228,2,20.38,5.02,37.59,37.71,524.7,1105.7,28.0,57.6,112000,Negative,0
COW-014,FARM-02,2025-06-17,Holstein Friesian Cross,3,229,2,18.5,5.01,37.38,37.82,491.7,1203.6,25.3,58.0,91000,Negative,0
COW-014,FARM-02,2025-06-18,Holstein Friesian Cross,3,230,2,19.08,4.93,37.77,37.51,512.4,1153.9,26.1,53.8,124000,Negative,0
COW-014,FARM-02,2025-06-19,Holstein Friesian Cross,3,231,2,18.73,5.12,37.83,37.74,477.9,1165.5,23.1,57.7,70000,Negative,0
COW-014,FARM-02,2025-06-20,Holstein Friesian Cross,3,232,2,18.93,4.75,37.61,37.68,514.5,1144.7,26.3,50.2,79000,Negative,0
COW-014,FARM-02,2025-06-21,Holstein Friesian Cross,3,233,2,19.28,4.94,37.68,37.75,496.2,1127.1,25.5,52.3,99000,Negative,0
COW-014,FARM-02,2025-06-22,Holstein Friesian Cross,3,234,2,19.99,5.12,37.73,37.96,511.7,1142.9,24.1,56.8,68000,Negative,0
COW-014,FARM-02,2025-06-23,Holstein Friesian Cross,3,235,2,20.31,5.1,37.69,37.83,525.4,1096.3,25.1,58.0,166000,Negative,0
COW-014,FARM-02,2025-06-24,Holstein Friesian Cross,3,236,2,19.19,5.08,37.48,37.77,489.6,1173.5,24.0,56.9,111000,Negative,0
COW-014,FARM-02,2025-06-25,Holstein Friesian Cross,3,237,2,19.08,5.11,37.71,37.77,512.1,1172.0,26.9,57.9,65000,Negative,0
COW-014,FARM-02,2025-06-26,Holstein Friesian Cross,3,238,2,19.46,5.18,37.71,37.53,482.7,1204.7,24.8,49.3,150000,Negative,0
COW-014,FARM-02,2025-06-27,Holstein Friesian Cross,3,239,2,19.09,5.06,37.8,37.62,505.0,1084.5,25.6,54.4,125000,Negative,0
COW-014,FARM-02,2025-06-28,Holstein Friesian Cross,3,240,2,19.6,5.02,37.76,37.61,484.3,1164.4,26.6,53.2,107000,Negative,0
COW-014,FARM-02,2025-06-29,Holstein Friesian Cross,3,241,2,20.13,5.18,37.55,37.54,477.1,1178.6,28.1,54.4,53000,Negative,0
COW-015,FARM-03,2025-01-01,Holstein Friesian Cross,3,148,0,18.35,5.13,37.94,37.8,494.0,1221.9,22.1,73.4,221000,Trace,0
COW-015,FARM-03,2025-01-02,Holstein Friesian Cross,3,149,0,17.67,4.68,37.84,37.84,493.7,1271.1,24.3,80.5,142000,Negative,0
COW-015,FARM-03,2025-01-03,Holstein Friesian Cross,3,150,0,17.78,4.81,37.91,37.57,514.2,1214.4,24.8,74.2,135000,Negative,0
COW-015,FARM-03,2025-01-04,Holstein Friesian Cross,3,151,0,18.04,4.71,37.79,37.79,459.3,1265.1,23.7,76.7,140000,Negative,0
COW-015,FARM-03,2025-01-05,Holstein Friesian Cross,3,152,0,17.08,4.91,37.75,37.57,482.8,1298.8,26.8,67.7,108000,Negative,0
COW-015,FARM-03,2025-01-06,Holstein Friesian Cross,3,153,0,18.84,4.85,37.88,37.87,521.3,1280.2,25.4,74.6,119000,Negative,0
COW-015,FARM-03,2025-01-07,Holstein Friesian Cross,3,154,0,18.59,4.95,37.65,37.86,477.1,1377.9,28.2,76.6,50000,Negative,0
COW-015,FARM-03,2025-01-08,Holstein Friesian Cross,3,155,0,19.13,4.9,37.94,37.74,518.0,1224.1,27.5,71.9,128000,Negative,0
COW-015,FARM-03,2025-01-09,Holstein Friesian Cross,3,156,0,17.46,5.2,37.93,37.81,476.4,1232.5,27.4,73.9,101000,Negative,0
COW-015,FARM-03,2025-01-10,Holstein Friesian Cross,3,157,0,17.57,4.94,37.98,37.93,503.7,1280.7,27.8,78.1,187000,Negative,0
COW-015,FARM-03,2025-01-11,Holstein Friesian Cross,3,158,0,16.79,5.08,37.77,37.82,495.3,1186.2,28.7,74.6,92000,Negative,0
COW-015,FARM-03,2025-01-12,Holstein Friesian Cross,3,159,0,17.18,4.94,37.75,37.61,478.8,1256.7,24.7,77.2,116000,Negative,0
COW-015,FARM-03,2025-01-13,Holstein Friesian Cross,3,160,0,18.66,5.14,37.7,37.6,493.0,1192.9,29.6,71.2,126000,Negative,0
COW-015,FARM-03,2025-01-14,Holstein Friesian Cross,3,161,0,16.34,4.83,37.87,37.73,501.5,1280.3,27.4,73.0,76000,Negative,0
COW-015,FARM-03,2025-01-15,Holstein Friesian Cross,3,162,0,16.82,4.91,37.63,37.89,496.1,1344.8,28.9,79.6,208000,Trace,0
COW-015,FARM-03,2025-01-16,Holstein Friesian Cross,3,163,0,17.06,5.15,37.69,37.64,516.2,1224.1,26.5,70.7,144000,Negative,0
COW-015,FARM-03,2025-01-17,Holstein Friesian Cross,3,164,0,17.11,4.83,37.81,37.75,492.1,1193.4,25.3,77.7,174000,Negative,0
COW-015,FARM-03,2025-01-18,Holstein Friesian Cross,3,165,0,15.88,4.92,37.56,37.86,485.4,1255.9,27.0,71.1,138000,Negative,0
COW-015,FARM-03,2025-01-19,Holstein Friesian Cross,3,166,0,16.19,5.23,37.75,37.76,513.0,1233.8,28.4,74.4,136000,Negative,0
COW-015,FARM-03,2025-01-20,Holstein Friesian Cross,3,167,0,16.52,4.86,37.83,37.67,483.7,1230.4,29.4,74.9,167000,Negative,0
COW-015,FARM-03,2025-01-21,Holstein Friesian Cross,3,168,0,15.74,5.05,37.78,37.8,510.7,1248.5,27.6,74.1,127000,Negative,0
COW-015,FARM-03,2025-01-22,Holstein Friesian Cross,3,169,0,16.99,5.27,37.73,37.71,510.8,1241.9,29.5,74.9,72000,Negative,0
COW-015,FARM-03,2025-01-23,Holstein Friesian Cross,3,170,0,16.33,4.88,37.74,37.76,500.6,1273.1,28.7,72.9,142000,Negative,0
COW-015,FARM-03,2025-01-24,Holstein Friesian Cross,3,171,0,16.24,4.89,37.79,37.84,490.4,1296.9,28.0,74.8,100000,Negative,0
COW-015,FARM-03,2025-01-25,Holstein Friesian Cross,3,172,0,17.52,5.01,37.82,37.78,515.2,1241.6,26.3,76.8,151000,Negative,0
COW-015,FARM-03,2025-01-26,Holstein Friesian Cross,3,173,0,15.31,4.78,37.74,37.77,488.4,1167.3,29.7,75.0,146000,Negative,0
COW-015,FARM-03,2025-01-27,Holstein Friesian Cross,3,174,0,15.42,5.04,37.84,37.7,477.1,1240.7,28.4,74.9,162000,Negative,0
COW-015,FARM-03,2025-01-28,Holstein Friesian Cross,3,175,0,15.44,5.26,37.72,37.75,497.3,1206.7,26.9,78.1,127000,Negative,0
COW-015,FARM-03,2025-01-29,Holstein Friesian Cross,3,176,0,16.6,5.08,37.67,37.82,505.6,1313.9,27.7,74.1,80000,Negative,0
COW-015,FARM-03,2025-01-30,Holstein Friesian Cross,3,177,0,17.5,4.9,37.71,37.92,473.7,1297.4,27.6,66.6,98000,Negative,0
COW-015,FARM-03,2025-01-31,Holstein Friesian Cross,3,178,0,15.17,4.93,37.81,37.77,486.5,1221.1,29.8,71.1,111000,Negative,0
COW-015,FARM-03,2025-02-01,Holstein Friesian Cross,3,179,0,16.5,4.93,37.63,37.68,486.2,1243.3,27.9,74.8,141000,Negative,0
COW-015,FARM-03,2025-02-02,Holstein Friesian Cross,3,180,0,18.26,5.01,37.64,37.79,489.4,1276.0,26.1,72.0,70000,Negative,0
COW-015,FARM-03,2025-02-03,Holstein Friesian Cross,3,181,0,15.43,4.97,37.82,37.8,478.3,1217.7,28.6,66.1,130000,Negative,0
COW-015,FARM-03,2025-02-04,Holstein Friesian Cross,3,182,0,15.43,4.96,37.92,37.87,474.1,1284.0,30.8,72.5,135000,Negative,0
COW-015,FARM-03,2025-02-05,Holstein Friesian Cross,3,183,0,15.0,4.96,37.78,37.77,510.4,1241.2,29.2,72.1,79000,Negative,0
COW-015,FARM-03,2025-02-06,Holstein Friesian Cross,3,184,0,17.42,5.07,37.91,37.86,466.4,1283.9,30.0,70.8,103000,Negative,0
COW-015,FARM-03,2025-02-07,Holstein Friesian Cross,3,185,0,15.47,5.13,37.71,37.83,489.5,1304.1,31.6,74.2,82000,Negative,0
COW-015,FARM-03,2025-02-08,Holstein Friesian Cross,3,186,0,15.84,4.86,37.64,37.59,454.4,1246.1,32.6,72.0,132000,Negative,0
COW-015,FARM-03,2025-02-09,Holstein Friesian Cross,3,187,0,15.21,4.98,37.86,37.62,517.3,1314.8,31.5,73.9,116000,Negative,0
COW-015,FARM-03,2025-02-10,Holstein Friesian Cross,3,188,0,18.15,4.97,37.79,37.62,481.4,1264.8,29.7,71.5,91000,Negative,0
COW-015,FARM-03,2025-02-11,Holstein Friesian Cross,3,189,0,16.62,5.22,37.65,37.65,464.3,1296.5,31.7,73.1,74000,Negative,0
COW-015,FARM-03,2025-02-12,Holstein Friesian Cross,3,190,0,15.71,4.93,37.9,37.94,503.7,1326.4,29.6,75.4,162000,Negative,0
COW-015,FARM-03,2025-02-13,Holstein Friesian Cross,3,191,0,17.85,5.12,37.79,37.9,480.7,1211.6,29.3,74.3,93000,Negative,0
COW-015,FARM-03,2025-02-14,Holstein Friesian Cross,3,192,0,16.69,4.95,37.8,37.76,499.1,1189.5,30.7,69.6,101000,Negative,0
COW-015,FARM-03,2025-02-15,Holstein Friesian Cross,3,193,0,16.6,4.86,37.82,37.8,501.2,1266.1,29.2,69.8,123000,Negative,0
COW-015,FARM-03,2025-02-16,Holstein Friesian Cross,3,194,0,16.55,4.96,37.96,37.51,471.4,1199.8,31.8,65.6,64000,Negative,0
COW-015,FARM-03,2025-02-17,Holstein Friesian Cross,3,195,0,16.3,4.88,37.84,37.83,488.3,1252.6,30.6,69.6,50000,Negative,0
COW-015,FARM-03,2025-02-18,Holstein Friesian Cross,3,196,0,15.79,4.97,37.76,37.57,494.1,1323.8,31.1,71.5,142000,Negative,0
COW-015,FARM-03,2025-02-19,Holstein Friesian Cross,3,197,0,16.46,4.95,37.98,37.74,520.7,1194.2,32.9,67.7,127000,Negative,0
COW-015,FARM-03,2025-02-20,Holstein Friesian Cross,3,198,0,15.43,4.86,37.62,37.92,457.8,1181.0,32.0,72.0,148000,Negative,0
COW-015,FARM-03,2025-02-21,Holstein Friesian Cross,3,199,0,15.98,4.96,37.62,37.64,497.8,1289.8,32.0,70.6,73000,Negative,0
COW-015,FARM-03,2025-02-22,Holstein Friesian Cross,3,200,0,17.31,5.06,37.67,37.67,486.8,1206.4,31.8,72.2,102000,Negative,0
COW-015,FARM-03,2025-02-23,Holstein Friesian Cross,3,201,0,14.43,4.96,37.82,37.88,493.6,1209.4,33.5,74.3,81000,Negative,0
COW-015,FARM-03,2025-02-24,Holstein Friesian Cross,3,202,0,15.85,4.79,37.79,37.92,492.6,1297.9,32.7,71.6,110000,Negative,0
COW-015,FARM-03,2025-02-25,Holstein Friesian Cross,3,203,0,15.63,4.85,37.61,37.52,478.6,1260.6,32.4,75.6,137000,Negative,0
COW-015,FARM-03,2025-02-26,Holstein Friesian Cross,3,204,0,16.02,4.83,37.95,37.92,482.1,1151.8,30.9,70.4,141000,Negative,0
COW-015,FARM-03,2025-02-27,Holstein Friesian Cross,3,205,0,17.39,4.98,37.85,38.0,481.2,1318.5,31.9,72.2,156000,Negative,0
COW-015,FARM-03,2025-02-28,Holstein Friesian Cross,3,206,0,16.37,5.05,37.78,37.84,498.6,1255.3,32.4,67.7,161000,Negative,0
COW-015,FARM-03,2025-03-01,Holstein Friesian Cross,3,207,0,17.59,4.86,37.84,37.65,499.0,1302.2,29.9,67.1,50000,Negative,0
COW-015,FARM-03,2025-03-02,Holstein Friesian Cross,3,208,0,14.92,4.95,37.69,37.64,470.4,1223.8,31.8,72.7,125000,Negative,0
COW-015,FARM-03,2025-03-03,Holstein Friesian Cross,3,209,0,16.2,4.85,37.77,37.86,494.0,1275.5,31.2,71.7,153000,Negative,0
COW-015,FARM-03,2025-03-04,Holstein Friesian Cross,3,210,0,16.66,4.89,37.71,37.67,483.7,1212.6,32.9,70.6,107000,Negative,0
COW-015,FARM-03,2025-03-05,Holstein Friesian Cross,3,211,0,16.08,4.97,37.72,37.79,522.4,1266.4,31.8,67.1,92000,Negative,0
COW-015,FARM-03,2025-03-06,Holstein Friesian Cross,3,212,0,17.07,4.97,37.61,37.67,482.4,1283.5,32.4,70.1,58000,Negative,0
COW-015,FARM-03,2025-03-07,Holstein Friesian Cross,3,213,0,15.63,4.87,37.82,37.7,479.4,1231.6,31.5,72.4,97000,Negative,0
COW-015,FARM-03,2025-03-08,Holstein Friesian Cross,3,214,0,17.16,5.1,37.9,38.05,490.1,1326.0,30.6,68.3,127000,Negative,0
COW-015,FARM-03,2025-03-09,Holstein Friesian Cross,3,215,0,15.17,4.83,37.57,37.9,499.0,1147.2,30.9,72.8,192000,Negative,0
COW-015,FARM-03,2025-03-10,Holstein Friesian Cross,3,216,0,15.34,4.75,37.87,37.84,506.1,1281.3,35.0,64.9,214000,Trace,0
COW-015,FARM-03,2025-03-11,Holstein Friesian Cross,3,217,0,16.18,4.83,37.76,37.85,500.5,1231.1,31.8,66.2,104000,Negative,0
COW-015,FARM-03,2025-03-12,Holstein Friesian Cross,3,218,0,15.7,4.77,37.83,37.78,473.3,1337.3,32.3,68.2,94000,Negative,0
COW-015,FARM-03,2025-03-13,Holstein Friesian Cross,3,219,0,16.03,4.87,37.87,37.88,496.4,1226.1,31.6,72.4,126000,Negative,0
COW-015,FARM-03,2025-03-14,Holstein Friesian Cross,3,220,0,15.63,4.9,37.81,37.65,480.1,1285.4,30.0,71.8,97000,Negative,0
COW-015,FARM-03,2025-03-15,Holstein Friesian Cross,3,221,0,15.82,4.84,37.82,37.99,464.3,1325.8,34.5,68.0,124000,Negative,0
COW-015,FARM-03,2025-03-16,Holstein Friesian Cross,3,222,0,16.1,5.08,37.8,37.66,508.8,1302.3,32.4,67.8,155000,Negative,0
COW-015,FARM-03,2025-03-17,Holstein Friesian Cross,3,223,0,15.47,5.04,37.66,37.98,516.4,1191.1,34.5,68.4,117000,Negative,0
COW-015,FARM-03,2025-03-18,Holstein Friesian Cross,3,224,0,16.05,5.08,37.71,37.85,490.1,1245.0,34.6,67.5,125000,Negative,0
COW-015,FARM-03,2025-03-19,Holstein Friesian Cross,3,225,0,15.73,4.82,37.8,37.85,472.3,1277.1,33.2,64.2,126000,Negative,0
COW-015,FARM-03,2025-03-20,Holstein Friesian Cross,3,226,0,15.97,4.82,37.69,38.02,476.7,1263.9,32.8,63.3,104000,Negative,0
COW-015,FARM-03,2025-03-21,Holstein Friesian Cross,3,227,0,16.4,5.04,37.88,37.88,493.2,1241.0,35.9,66.7,136000,Negative,0
COW-015,FARM-03,2025-03-22,Holstein Friesian Cross,3,228,0,15.01,5.02,37.69,37.87,517.5,1229.2,32.2,71.0,135000,Negative,0
COW-015,FARM-03,2025-03-23,Holstein Friesian Cross,3,229,0,16.26,5.09,37.76,37.77,478.1,1360.3,34.0,72.3,115000,Negative,0
COW-015,FARM-03,2025-03-24,Holstein Friesian Cross,3,230,0,16.0,5.16,37.65,37.9,478.2,1251.9,33.4,67.0,59000,Negative,0
COW-015,FARM-03,2025-03-25,Holstein Friesian Cross,3,231,0,15.49,5.08,37.88,37.77,475.9,1293.9,33.7,68.4,121000,Negative,0
COW-015,FARM-03,2025-03-26,Holstein Friesian Cross,3,232,0,16.24,4.84,37.86,37.67,483.6,1251.5,33.0,68.0,73000,Negative,0
COW-015,FARM-03,2025-03-27,Holstein Friesian Cross,3,233,0,14.51,4.93,37.82,37.93,482.7,1217.7,33.3,66.5,80000,Negative,0
COW-015,FARM-03,2025-03-28,Holstein Friesian Cross,3,234,0,15.88,4.8,37.74,37.82,470.5,1294.1,33.8,61.2,50000,Negative,0
COW-015,FARM-03,2025-03-29,Holstein Friesian Cross,3,235,0,14.81,4.76,37.77,37.61,489.2,1177.8,34.4,62.3,89000,Negative,0
COW-015,FARM-03,2025-03-30,Holstein Friesian Cross,3,236,0,16.04,4.92,37.89,37.74,496.4,1113.0,31.9,67.6,113000,Negative,0
COW-015,FARM-03,2025-03-31,Holstein Friesian Cross,3,237,0,14.34,4.88,37.69,37.68,484.2,1218.0,32.9,58.9,112000,Negative,0
COW-015,FARM-03,2025-04-01,Holstein Friesian Cross,3,238,0,14.16,4.92,37.67,37.61,483.2,1231.2,32.3,65.6,147000,Negative,0
COW-015,FARM-03,2025-04-02,Holstein Friesian Cross,3,239,0,14.53,4.95,37.86,37.92,519.1,1222.4,33.5,63.0,85000,Negative,0
COW-015,FARM-03,2025-04-03,Holstein Friesian Cross,3,240,0,15.92,4.96,37.75,37.75,461.0,1356.6,32.2,69.0,126000,Negative,0
COW-015,FARM-03,2025-04-04,Holstein Friesian Cross,3,241,0,14.1,5.05,37.79,37.86,501.2,1305.4,31.9,66.8,149000,Negative,0
COW-015,FARM-03,2025-04-05,Holstein Friesian Cross,3,242,0,14.33,4.93,37.7,37.84,476.8,1209.1,32.2,60.6,79000,Negative,0
COW-015,FARM-03,2025-04-06,Holstein Friesian Cross,3,243,0,14.76,5.11,37.8,37.57,472.4,1261.2,35.7,67.1,162000,Negative,0
COW-015,FARM-03,2025-04-07,Holstein Friesian Cross,3,244,0,14.85,5.03,37.7,37.76,486.3,1287.5,32.0,64.9,144000,Negative,0
COW-015,FARM-03,2025-04-08,Holstein Friesian Cross,3,245,0,15.38,4.96,37.89,37.81,482.9,1302.6,34.1,63.2,90000,Negative,0
COW-015,FARM-03,2025-04-09,Holstein Friesian Cross,3,246,0,15.73,4.81,37.86,37.71,487.6,1253.5,32.9,60.2,126000,Negative,0
COW-015,FARM-03,2025-04-10,Holstein Friesian Cross,3,247,0,15.1,4.96,37.74,37.86,466.9,1229.7,35.9,66.5,82000,Negative,0
COW-015,FARM-03,2025-04-11,Holstein Friesian Cross,3,248,0,14.19,5.06,37.84,37.7,503.5,1236.8,32.5,59.9,139000,Negative,0
COW-015,FARM-03,2025-04-12,Holstein Friesian Cross,3,249,0,14.48,4.96,37.75,37.83,462.7,1226.4,35.3,67.1,105000,Negative,0
COW-015,FARM-03,2025-04-13,Holstein Friesian Cross,3,250,0,15.77,4.94,37.65,37.83,496.0,1249.3,31.9,62.8,64000,Negative,0
COW-015,FARM-03,2025-04-14,Holstein Friesian Cross,3,251,0,14.48,5.17,37.72,37.95,461.3,1214.3,34.1,64.4,131000,Negative,0
COW-015,FARM-03,2025-04-15,Holstein Friesian Cross,3,252,0,13.6,4.96,37.6,37.6,504.7,1284.5,31.7,63.0,114000,Negative,0
COW-015,FARM-03,2025-04-16,Holstein Friesian Cross,3,253,0,14.22,5.02,37.79,37.72,487.5,1249.7,31.7,65.7,120000,Negative,0
COW-015,FARM-03,2025-04-17,Holstein Friesian Cross,3,254,0,14.25,4.82,37.82,37.75,494.8,1317.1,31.4,58.7,148000,Negative,0
COW-015,FARM-03,2025-04-18,Holstein Friesian Cross,3,255,0,15.53,5.07,37.79,37.94,478.9,1263.8,32.7,63.0,127000,Negative,0
COW-015,FARM-03,2025-04-19,Holstein Friesian Cross,3,256,0,14.76,4.8,37.68,37.85,486.3,1307.5,32.0,64.4,50000,Negative,0
COW-015,FARM-03,2025-04-20,Holstein Friesian Cross,3,257,0,14.56,5.1,37.79,37.43,489.9,1260.6,31.6,57.2,134000,Negative,0
COW-015,FARM-03,2025-04-21,Holstein Friesian Cross,3,258,0,15.51,4.99,37.7,37.85,471.1,1291.4,31.7,64.1,128000,Negative,0
COW-015,FARM-03,2025-04-22,Holstein Friesian Cross,3,259,0,15.85,4.81,37.76,37.48,486.2,1232.6,32.8,62.7,143000,Negative,0
COW-015,FARM-03,2025-04-23,Holstein Friesian Cross,3,260,0,14.69,4.87,37.74,37.72,475.4,1241.2,30.9,61.6,78000,Negative,0
COW-015,FARM-03,2025-04-24,Holstein Friesian Cross,3,261,0,15.48,5.04,37.87,37.76,479.9,1242.4,34.1,58.7,141000,Negative,0
COW-015,FARM-03,2025-04-25,Holstein Friesian Cross,3,262,0,15.82,4.94,37.78,37.97,486.1,1266.7,31.9,62.3,95000,Negative,0
COW-015,FARM-03,2025-04-26,Holstein Friesian Cross,3,263,0,14.27,4.98,37.74,37.72,477.9,1282.8,33.8,58.3,141000,Negative,0
COW-015,FARM-03,2025-04-27,Holstein Friesian Cross,3,264,0,14.29,5.14,37.71,37.85,484.4,1250.6,31.4,60.6,121000,Negative,0
COW-015,FARM-03,2025-04-28,Holstein Friesian Cross,3,265,0,15.13,5.01,37.84,37.86,483.2,1251.1,32.5,57.0,77000,Negative,0
COW-015,FARM-03,2025-04-29,Holstein Friesian Cross,3,266,0,15.7,4.89,37.98,37.71,474.4,1247.6,29.4,57.0,139000,Negative,0
COW-015,FARM-03,2025-04-30,Holstein Friesian Cross,3,267,0,14.71,4.9,37.9,37.93,478.3,1181.6,32.4,57.5,139000,Negative,0
COW-015,FARM-03,2025-05-01,Holstein Friesian Cross,3,268,0,14.88,5.07,37.91,37.8,496.4,1265.1,30.2,60.9,125000,Negative,0
COW-015,FARM-03,2025-05-02,Holstein Friesian Cross,3,269,0,15.03,5.08,37.79,37.82,483.5,1237.9,33.2,59.4,160000,Negative,0
COW-015,FARM-03,2025-05-03,Holstein Friesian Cross,3,270,0,15.35,4.78,38.05,37.88,483.9,1230.5,32.5,57.6,85000,Negative,0
COW-015,FARM-03,2025-05-04,Holstein Friesian Cross,3,271,0,14.12,4.97,37.87,37.83,481.4,1283.3,34.0,60.8,171000,Negative,0
